"","1: upregulation, -1: downregulation","Symbol","wt-null","IR-mock","I:p53_wt-Treatment_IR","wt-null_for_IR","IR-mock_for_wt","p53_mock_1","p53_mock_2","p53_mock_3","p53_mock_4","p53_IR_1","p53_IR_2","p53_IR_3","p53_IR_4","null_mock_1","null_mock_2","null_IR_1","null_IR_2"
"416","ENSMUSG00000020205","Phlda1",0,0,1,1,1,4.92919463592971,4.59311201566659,4.82908974375243,5.25141728238036,7.16452799685741,7.22480378993844,7.93880417333852,7.68986535406299,5.19272021789258,5.84319757547384,5.78788457412737,5.5332655504762
"417","ENSMUSG00000020214","Glipr1l2",0,0,1,1,1,2.97696451424939,2.97678502947572,2.79306415809995,3.71662247087037,4.5918443576305,5.62575454039284,3.60667568617731,3.82657128666367,3.1132559784332,3.46001122458306,2.36145216207454,2.85890585601889
"418","ENSMUSG00000020219","Timm13",0,1,0,0,0,9.09684712563134,8.96254850474073,9.0959575592467,9.06877771824192,9.45666767530158,9.20946467692407,10.0228990301735,10.1755324620065,9.02380978891839,9.11334363224223,10.7560504384707,10.3624230872404
"419","ENSMUSG00000020224","Llph",0,1,0,0,1,9.85863763336334,9.74782054244255,9.75611911542548,9.84208742224621,11.8118380909173,11.7109838688727,12.0881526375929,11.8836176931917,9.63352404972486,9.86702659598521,11.7751564945893,11.7293422357748
"420","ENSMUSG00000020231","Dip2a",0,-1,0,0,-1,8.44325953378102,8.47726938775101,8.45465036623145,8.86518018474025,7.32997660972687,7.34711616119276,7.45796681743443,7.69873580661786,8.69172026080049,8.70177510855433,7.17074080219509,7.45013143590936
"421","ENSMUSG00000020248","Nfyb",0,0,1,1,1,10.0778457241697,9.95562837854326,10.0013604374939,10.0611504946568,12.3558693495529,12.3556846835526,12.9972545611788,13.1235759987811,10.1182835815825,10.1420566784018,11.2061640698509,10.7073657931012
"422","ENSMUSG00000020250","Txnrd1",0,1,1,1,1,10.6354942165848,10.4571471788459,10.8064971600346,10.8277632336535,12.521647293294,12.4444903578366,12.8547359906002,12.9393799430657,10.2315012125294,10.3450650838374,11.3332291857119,11.2406502604432
"423","ENSMUSG00000020267","Hint1",0,1,0,0,0,10.7124426246911,10.3745524626663,10.7665991552921,10.3465045277089,10.6229431449554,10.2229576398147,10.9670566271293,10.9909389210845,10.6006418569267,10.5383693492154,11.8593752141304,11.2784742564885
"424","ENSMUSG00000020288","Ahsa2",0,1,-1,-1,0,9.92815749836059,9.94773038229389,9.88841295797989,9.90475028843374,9.154552727619,9.47394541182018,9.61222516585635,9.21647427683991,9.96103160287932,9.89515624089324,11.9646624352131,10.0741872844035
"425","ENSMUSG00000020307","Cdc34",0,1,0,0,1,9.88842190160994,9.65524513745115,9.75937541868538,9.54889045931358,11.8080663129178,11.6133715214853,12.2475499410367,12.3285927117422,9.74855068476973,9.80059298012533,11.5882267882323,11.0818349560581
"426","ENSMUSG00000020326","Ccng1",0,0,1,1,1,11.7134978683527,11.5764006101794,11.7653468744988,11.350272390124,15.3608027662663,15.2328670242459,15.8512946585374,15.8426822926923,11.2951503052591,11.3202991557922,11.6867121572872,11.2761095046925
"427","ENSMUSG00000020328","Nudcd2",0,1,1,1,1,9.25915541266964,9.25727221873951,9.15648913366776,9.23527067398659,11.7081060005527,11.6460809354264,12.2720204373752,12.2099015067985,9.19965598937456,9.18670906678429,10.717538088096,10.4345982734049
"428","ENSMUSG00000020358","Hnrnpab",0,1,0,0,0,12.4305032942468,12.1383544536061,12.1158914720023,12.0663536681348,12.8885987394666,12.7267168980577,12.8979067811648,12.944982521437,11.9656624536643,12.2034164235915,13.7835075256639,13.5639685933942
"429","ENSMUSG00000020361","Hspa4",0,1,-1,-1,0,12.7505677230012,12.6219273456751,12.7521080201769,12.6518931425729,13.167281058642,13.2417187016334,13.5838255978989,13.5816516156791,12.6410577565792,12.6542590716968,14.8036689055992,14.1847375119792
"430","ENSMUSG00000020368","Canx",0,1,0,0,1,13.4311614354886,13.2508134133237,13.3635843784478,13.1434416029528,14.6572097241043,14.5290283670722,15.1144274167845,15.1740735614819,13.0648202200157,13.1735722067217,15.2537604023588,14.5505339907161
"431","ENSMUSG00000020386","Sar1b",0,1,-1,-1,0,9.28476526382474,9.09716512364234,9.38025908339441,9.03487349564111,8.95070188503938,8.94192224177196,9.67854695461169,9.34915725445791,9.20535341251214,9.16706744860627,10.7077471916471,9.90697055059551
"432","ENSMUSG00000020392","Cdkn2aipnl",0,1,-1,-1,0,10.4007737097381,10.2396694925578,10.4959544434141,10.085644857928,10.2498130900252,9.97992125443325,10.3840256595657,10.52011316298,10.4073952444346,10.3843422803342,11.7055290299047,11.1176713032189
"433","ENSMUSG00000020396","Nefh",0,1,0,0,1,5.94142635747365,5.99171243108587,5.52390828821045,5.81724756908298,8.95070188503938,8.9584661025434,8.9350578257468,9.18525542314063,5.61418632395543,5.34954949015861,9.44384518538952,8.89458780892936
"434","ENSMUSG00000020401","Fam71b",0,0,0,0,1,3.47261911737771,3.89165612214824,3.15137260788772,3.16817308554332,5.00722508954011,5.44970971299741,4.2479488057343,3.69089292593744,3.3511257365101,2.52383918795303,3.09685121527128,3.78282240259426
"435","ENSMUSG00000020423","Btg2",0,-1,1,1,0,12.5858229001948,12.5217479071946,12.5591445873823,12.7552782822423,13.154607196847,13.1522676907854,13.8371083170621,13.902286133074,12.5577726748167,12.8034265601938,11.8397858553046,11.4702379690053
"436","ENSMUSG00000020427","Igfbp3",0,0,0,0,1,2.97696451424939,3.23591369365882,3.30188115193445,2.87303589045875,3.88047692311071,5.01615541730781,3.89814012030967,3.82657128666367,4.0364056477365,3.67305039736075,2.36145216207454,4.39827568518498
"437","ENSMUSG00000020430","Pes1",0,1,0,0,1,11.2086610639314,11.0091044746408,11.1313980719044,11.0550682100637,11.9730682287348,11.979011450324,12.2304568406102,12.3406859595314,11.1569412185681,11.3520556025502,13.2451784176957,12.9686906743047
"438","ENSMUSG00000020431","Adcy1",0,0,0,0,1,3.77433336701949,3.96503593917075,3.30188115193445,3.71662247087037,5.51002821459195,5.67996572440834,4.34794497592765,4.06476692653911,4.84888718578979,3.7688277263249,3.7127045742343,4.50552468211817
"439","ENSMUSG00000020432","Tcn2",0,0,1,1,0,9.8023829450971,9.94092608643809,9.91493670125746,9.68190111833235,10.219303630353,9.82615105459969,10.4904219873114,10.4574686536136,9.34781819424947,9.56576988676549,8.4521076504621,8.8264062864249
"440","ENSMUSG00000020444","Guk1",0,1,0,0,0,8.80571289042871,8.74803480682419,8.85546179603991,8.59120230913179,9.52127882054958,9.30311662464673,9.90267604016997,9.96372925517721,8.85285198126938,8.91304400184852,10.5675406864995,10.321728008557
"441","ENSMUSG00000020447","Npc1l1",0,1,0,0,1,2.56964644989829,3.11215945960192,2.98331361857003,3.41306644423298,5.94631686649645,6.62255716171403,5.44447471987377,5.26241696606373,2.66144558716119,3.34040099177954,6.93596475152905,6.20896506719214
"442","ENSMUSG00000020471","Pold2",0,1,-1,-1,0,9.2065301553957,8.87244676434354,8.78051502034567,8.75009104556079,9.52390915867102,9.58465970387641,9.69525513154523,9.84089557230221,8.77836191764954,8.98958822293793,11.15808185729,10.7543336583801
"443","ENSMUSG00000020473","Aebp1",0,1,0,0,1,4.66123835553876,4.84713073057203,4.87784369595128,4.67916119757294,6.20420249180683,6.62255716171403,6.25312093758926,5.60203199987631,4.92452222175914,4.36705634245807,6.38752023750912,6.27108212870961
"444","ENSMUSG00000020481","Ankrd36",0,0,0,0,1,2.40356573181346,2.82737990178743,2.3152766839435,2,4.32853530688568,4.92930160631985,2,2.96724176973716,2.25566857649159,2,2.36145216207454,2.49244918571559
"445","ENSMUSG00000020520","Galnt10",0,-1,0,0,0,10.135284217045,10.2022231155976,9.97779086339677,10.3639052483481,9.12713615537905,9.17212523663361,9.2514016082336,9.33500310954604,10.2763984413187,10.249724771152,9.19747049290164,8.81341868191965
"446","ENSMUSG00000020524","Gria1",0,0,0,1,1,2,2,2,2,4.00619514657445,4.92930160631985,2,2.39875135932302,2,2.28556572104039,2,2
"447","ENSMUSG00000020525","Ppm1d",0,0,1,1,1,9.78031164881783,9.73869501668889,9.72647684015886,9.95032672224699,12.1760834003664,12.2582706454008,12.5309430948717,12.6053050562853,9.8109178988382,9.95492154104202,10.1410943896471,9.57735440715921
"448","ENSMUSG00000020527","Myo19",0,1,0,0,1,8.22718396092157,8.45833465614084,8.27064255759223,8.51126487717165,10.1357893666716,10.3579451675361,10.6009534647254,10.5375230942492,8.44116436687941,8.38784007133363,10.5642889606195,10.2454526928263
"449","ENSMUSG00000020532","Acaca",0,1,0,0,1,11.7305903169553,11.6630203021089,11.7486497440252,12.0494726445604,12.8916569269449,13.069014245235,13.173051015369,13.1647717484983,11.9210598873165,11.8436037952369,13.8877776950657,13.6032666233891
"450","ENSMUSG00000020537","Drg2",0,1,0,0,1,9.87261351228755,9.78628905129108,9.82455935377378,9.80367722865353,10.6484786054321,10.7456451590159,11.4739632437856,11.3857171935378,9.91541466963721,9.95619368207997,11.8938930586461,11.3963879839484
"451","ENSMUSG00000020542","Myocd",0,0,0,0,1,3.47261911737771,4.10146660393616,3.88235069233974,4.85526159349879,5.51002821459195,6.28052797728555,3.60667568617731,4.26915184342839,3.96655351819371,3.7688277263249,4.04680616023968,3.86568229709178
"452","ENSMUSG00000020549","Elac2",0,1,0,0,0,9.96682794430739,9.84091655425354,9.95950362332067,9.76834894253487,10.4853148361674,10.6839762859895,10.8181006491214,10.9025245693742,9.88022974967167,9.99384546721807,11.8285358799276,11.5908328468926
"453","ENSMUSG00000020561","Twistnb",0,1,0,0,0,10.3736532278234,10.178315751134,10.3491577604682,10.1525176375042,10.6711990042554,10.7376798663544,11.0134764886886,10.9525170097193,10.299665945854,10.4444992021081,12.0527656415747,11.5724490288884
"454","ENSMUSG00000020564","Atxn7l1",0,-1,0,0,0,11.0062121828353,11.2414404453045,11.0231334712462,11.3336353787169,10.5027537598005,10.5097163626457,10.0602315033424,10.1929023442056,11.0721757885636,11.0928402226543,9.34372164883442,9.78453935659983
"455","ENSMUSG00000020572","Nampt",0,1,0,0,0,11.4051772263908,11.0555151383425,11.3801097051264,11.0080783944369,11.8568683111151,11.904125632139,12.0431785395362,11.9971808725448,10.9245634589727,11.280737427759,13.0154489113206,12.5879917790971
"456","ENSMUSG00000020573","Pik3cg",0,0,0,0,-1,12.0461354074108,12.0241605574491,12.0635074869699,12.1872897397921,11.2679841344153,11.3784630555491,10.6762244197678,10.8626266675145,12.2091148575261,12.2709132208737,11.6025635240247,11.3097935480114
"457","ENSMUSG00000020589","Fam49a",0,0,0,1,0,11.308978401417,11.2321809866811,11.435103956526,11.2815778065729,11.3013295895145,11.1846635174391,11.4801745280958,11.4209870121602,11.1252340749225,11.0002924083722,10.0510385337433,10.5972562032787
"458","ENSMUSG00000020592","Sdc1",0,-1,1,1,1,9.48778847321652,9.29333403986587,9.31978650660148,8.91075791656136,10.0324389187079,9.94713849920543,10.7188710936825,10.8266608511433,8.84070100749273,8.73476487093777,7.46849196144425,7.21753987176873
"459","ENSMUSG00000020593","Lpin1",0,-1,1,1,1,9.31870577919985,9.49105311588906,9.49017849801832,9.43392171295744,12.5676259338418,12.5988836842739,13.0061298587157,13.1931010343798,9.26294569744718,9.20180312179604,7.59285327378609,8.33155277921216
"460","ENSMUSG00000020601","Trib2",0,0,1,1,1,10.3200204838462,10.5472647882154,10.20136214219,10.6747191586694,12.1516302343321,12.0521294468965,12.7783841413771,12.851875307678,10.6291805245417,11.057716030901,10.1670503051307,10.2627546745605
"461","ENSMUSG00000020609","Apob",0,0,0,0,1,2,2,2,2.27247502399999,3.59047060993689,4.63212811734401,2.42321828759823,2.71081878567156,2.25566857649159,2.28556572104039,2,2.49244918571559
"462","ENSMUSG00000020623","Map2k6",0,-1,0,0,0,8.62879792859659,8.4164364548094,8.38045823036196,8.62197699783968,7.46749884222725,7.688626918648,7.44673372935682,7.75934723200478,8.62527049108649,8.71084738850632,7.54086245972855,7.39540376279388
"463","ENSMUSG00000020627","Klhl29",0,0,0,0,1,4.23630644474183,4.80778015649756,4.67208711964832,4.42369726876967,6.42290592998873,6.77976727058361,6.08941567565408,4.60735685452349,5.44471123547576,4.87730367432615,5.29664392044375,6.42927939430569
"464","ENSMUSG00000020638","Cmpk2",0,-1,0,0,-1,9.74601619332691,9.49570365005597,9.69451262175762,9.97913811263509,8.03049547861565,8.09997206476585,8.83090201089348,8.30377642909663,9.74072522524877,10.4490244034533,8.42845733173463,8.37108941173579
"465","ENSMUSG00000020639","Pfn4",0,1,0,0,0,2.71856672412886,2.25533751461478,2.79306415809995,2.69922707991166,3.42020196708391,2.55843667315438,3.43540314274316,3.37397215598637,2.47277657087413,2.28556572104039,3.43739308235213,4.60534958049376
"466","ENSMUSG00000020642","Rnf144a",0,-1,1,1,0,11.1451065050297,11.2729369547655,11.049308947093,11.4285212977128,10.1964027838305,10.0225040452823,10.5201991021587,10.8347310974611,11.2370014386014,11.2179580885884,8.4140787771782,8.3675396115036
"467","ENSMUSG00000020649","Rrm2",0,0,1,1,1,9.2017932542989,8.49595882531894,8.64624337395744,8.27223434756497,10.6747539514067,10.5003313067539,11.4572678815248,11.5331028372394,7.82883465116695,8.02534384254798,8.79683158064802,8.4198907489103
"468","ENSMUSG00000020656","Grhl1",0,1,0,0,1,6.15252473289323,6.42781968236653,6.17771994018418,5.56189652206291,7.32997660972687,7.59297285106832,7.27953133885134,7.19601818302577,5.68113688030692,5.65547444033021,7.80608299628136,7.20167860370427
"469","ENSMUSG00000020669","Sh3yl1",0,-1,1,1,1,5.23144829942668,5.12839208543378,5.42894771692633,5.79581374529275,7.25596519679037,7.49052348444643,8.41288514530101,8.46843270164859,5.7241045214653,5.86503433018852,4.23307175725383,3.94404058370847
"470","ENSMUSG00000020681","Ace",0,0,0,1,0,8.30874863084767,8.05402043104469,8.40145277366756,7.89272576321116,9.77419316462305,8.66115926308038,7.70424451026432,6.79404025169962,7.81399490968379,8.65553769692311,6.13040927695581,7.96420231216173
"471","ENSMUSG00000020684","Rasl10b",0,0,0,0,1,2.56964644989829,2.25533751461478,2.3152766839435,2.27247502399999,4.12183086462458,5.17559377281762,4.2479488057343,3.95057943373606,2.8282705024663,2.7282813686393,3.43739308235213,4.15641758207833
"472","ENSMUSG00000020691","Mettl2",0,1,0,0,1,9.88940419801494,9.87463253107529,9.82611298747093,10.0178371163989,10.8682889295993,10.8977887428003,11.1321760859634,11.1658563129078,9.92695483658368,9.98514753467124,11.963428663753,11.56083903438
"473","ENSMUSG00000020692","Nle1",0,1,0,0,1,9.27577831253934,9.38976016925467,9.28405750329132,9.45629458220486,10.3195982907516,10.4446601019013,10.8557448555847,10.7380051499314,9.56131340785672,9.42952730642268,11.251347985663,10.9878557475148
"474","ENSMUSG00000020695","Mrc2",0,0,1,1,1,4.46436112201421,4.16513023196165,3.67728375510432,4.04200461530556,6.15074628600503,6.92151714537484,5.14421864594419,5.00073205326475,5.06484454011097,4.42700606959373,4.31789953200216,5.05709682854638
"475","ENSMUSG00000020697","Lig3",0,1,0,0,0,10.6302154064128,10.5628603194042,10.5830673474371,10.7023409825125,11.1340834978455,11.2454723649298,11.5978255665675,11.7146126401249,10.6585506921926,10.8128853735117,12.3529895725007,12.0056880391531
"476","ENSMUSG00000020704","Asic2",0,0,0,0,1,2.21584829953836,2,2.3152766839435,2.50157312065434,4.12183086462458,4.7381345323749,2.75003268090992,2,2.66144558716119,2.28556572104039,2,2.49244918571559
"477","ENSMUSG00000020706","Ftsj3",0,1,0,0,1,11.7187574296458,11.5272785974659,11.570101976664,11.571757995385,13.1230774039714,13.3668009258696,13.5049587745551,13.4573073999006,11.5857366579273,11.6773074792295,14.3044804863135,13.9589257205214
"478","ENSMUSG00000020708","Psmc5",0,1,0,0,0,10.2460274296177,10.0119017985078,10.1563728409158,10.1909970410927,11.0138628337645,10.8334709533385,11.210642928105,11.3196861837417,10.0160963594691,10.2815335746496,11.855833239982,11.873339738091
"479","ENSMUSG00000020712","Tcam1",0,1,0,0,1,5.37301101331954,5.25081880456402,5.25531324055393,5.40086560795049,7.78069323166727,7.94256342247898,8.04690252471185,8.13104418957511,5.22299342061509,5.31823198855734,8.31437527683358,8.52560189308618
"480","ENSMUSG00000020723","Cacng4",0,0,0,1,1,5.84750472347366,5.72221922188485,6.01288291057647,6.56430057389022,8.24973150406023,9.12404948179185,6.71302183187345,6.90551171713324,6.33592624257205,6.10414554252231,6.3677602965941,6.99635111874071
"481","ENSMUSG00000020738","Sumo2",0,1,-1,-1,0,12.0601609970505,11.8839764638486,12.0274973730394,11.8082232267658,12.5509582462517,12.4566728208277,13.0359507309355,12.8074589846916,11.8092125568631,12.0215425900275,14.0885227352492,13.5020787485961
"482","ENSMUSG00000020741","Cluh",0,1,0,0,1,10.7907607147718,10.8786943150992,10.7313816411532,11.1022136741878,12.4480792560699,12.518879547108,12.7710849317853,12.7552681519408,10.9592581844301,10.8921228933042,13.34250675269,12.9732231256427
"483","ENSMUSG00000020766","Galk1",0,1,-1,-1,0,8.61223398323104,8.31483555177328,8.56669489910233,8.44051558038302,8.62288015238687,8.58507041066608,9.24168499815521,9.25306647094308,8.70786525379214,8.97460082761173,10.7224087311939,10.5720311611498
"484","ENSMUSG00000020775","Mrpl38",0,1,0,0,1,9.33321707040746,9.12544763612477,9.10366436197284,9.0975303691231,10.1697773726111,10.1812794736025,10.5134853411772,10.6051349545241,9.20724756450533,9.16706744860627,11.4773454091401,10.8187914566406
"485","ENSMUSG00000020781","Tsen54",0,1,1,1,1,8.88270770639672,8.73760246484013,8.97232079742595,8.88561492013567,11.3196112459043,11.3547036652039,12.0464378866558,11.9492029870527,8.96457191327519,8.99454962079283,10.9832513950409,10.2732268582152
"486","ENSMUSG00000020788","Atp2a3",0,-1,0,0,-1,13.5494495587181,13.6478237973159,13.3691901458737,14.1525731265764,11.6211122832173,11.5429001640381,11.1365520475683,11.4429306670937,13.6149725576269,13.7426539084163,10.8832815602691,11.4611067367056
"487","ENSMUSG00000020798","Spns3",0,-1,0,0,-1,9.39400406858028,9.62584892502475,9.34384677607631,10.0622729433602,8.42319533994526,8.65440555466233,8.2019277379683,8.4316595659704,9.6179449191411,9.46391895826565,7.97885023840569,8.44368601857446
"488","ENSMUSG00000020804","Aanat",0,-1,1,1,0,5.83123899079862,6.10966612454767,5.77621069263929,6.72034110467402,6.83239220758343,6.89883836722744,6.76821030523623,6.92075572266558,5.97595621146953,5.98953804132687,4.96960943716124,4.60534958049376
"489","ENSMUSG00000020806","Rhbdf2",0,-1,1,1,0,10.8530110136781,11.0231314206563,10.9155978473856,11.3901507832348,11.8048254932424,11.8629775540913,12.0877007268005,12.2191789697816,11.0768452835547,11.1606228040438,9.5594109177986,9.42857720671257
"490","ENSMUSG00000020812","1810032O08Rik",0,1,0,0,1,8.09036287332317,8.20553371132642,8.19088791823303,8.21686256013152,9.33013094966287,9.63011747582757,9.93519190959174,9.68223067973413,8.42822988160504,8.38784007133363,10.2624344516353,10.1992720093126
"491","ENSMUSG00000020821","Kif1c",0,0,1,1,1,10.6713437788224,10.7048448228981,10.5738493720304,11.0080783944369,12.8521708709439,12.7498700333972,13.1781541926093,13.3498409993852,10.6467347005401,10.7504638070054,11.0248509684524,10.8761267574845
"492","ENSMUSG00000020834","Dhrs13",0,1,0,0,0,4.86672554599637,5.15998643918225,5.05788477986295,4.47853728660661,5.55186915032588,5.2491579484875,5.35116434335029,6.08051433148991,4.96090293421003,4.7422415476147,6.65541272040298,6.3159754282417
"493","ENSMUSG00000020857","Nme2",0,1,0,0,1,11.4357569277858,11.0231314206563,11.4732820995472,10.8623273213897,12.4313642131819,12.2130257096523,13.07066632515,12.9433506823458,11.2690916068262,11.2137095049498,13.6474890112881,13.0572908384623
"494","ENSMUSG00000020865","Abcc3",0,-1,0,0,-1,10.460157915212,10.527719492773,10.8875991263249,11.1967271826777,10.2257805110601,9.60931479597091,9.76021754421305,9.40442475400444,10.7818787734891,10.5777469202805,8.87939384599115,9.93482229613708
"495","ENSMUSG00000020866","Cacna1g",0,0,0,1,0,3.19603592009881,3.45550981153366,2.57385971798622,3.29580978174211,4.5918443576305,5.38590736937406,2.75003268090992,3.5411174561326,2.8282705024663,2,2.36145216207454,3.01226678642478
"496","ENSMUSG00000020869","Lrrc59",0,1,0,0,0,10.7636964175106,10.5086728810572,10.6166707252455,10.5625901414617,11.2233689359137,11.2465954207922,11.1922636887012,11.2884427161711,10.516829377438,10.6936329670467,12.4659154218058,11.8956935142515
"497","ENSMUSG00000020873","Slc35b1",0,1,0,0,0,9.59283119060863,9.46441311599925,9.48034540022679,9.24913693420378,9.55253072010824,9.50430982064654,9.9767862399638,9.94893492832209,9.3716604998941,9.35239653943871,10.8936824543173,10.2171333174216
"498","ENSMUSG00000020876","Snx11",0,1,0,0,1,10.6616023700325,10.8193348392838,10.6961327249892,10.8668311015084,11.5736629025483,11.5291217514885,12.1762284349611,12.1297675236092,10.8854692945503,10.7980635308525,12.5155846519568,12.1978364709321
"499","ENSMUSG00000020877","Scrn2",0,1,0,0,1,7.6959042130436,7.63219122983896,7.62531581269711,7.59061277013054,8.44000474493227,8.2145958569996,9.16150225903855,9.23183397243853,7.94235810885709,8.04460776736788,9.98609924887391,9.26649153407195
"500","ENSMUSG00000020898","Ctc1",0,0,1,1,1,9.57706647642549,9.78628905129108,9.59778033232801,9.85120762732064,12.5979001030955,12.6167995362287,13.1685708794537,13.2693250988805,9.81340711239701,9.78492789855961,10.0260429819676,10.0073279735675
"501","ENSMUSG00000020899","Pfas",0,1,0,0,1,10.8007150857439,10.9016539185614,10.7633591342344,11.0690951663685,12.0988002922743,12.1609649872124,12.5949876749534,12.5691808709319,10.8513551801308,10.9033781336041,12.9629117613978,12.7326374012412
"502","ENSMUSG00000020908","Myh3",0,1,0,0,1,2.71856672412886,2.25533751461478,2.79306415809995,2.87303589045875,5.55186915032588,6.31519678997774,4.34794497592765,3.69089292593744,3.1132559784332,2.7282813686393,5.02111721248198,3.78282240259426
"503","ENSMUSG00000020914","Top2a",0,1,-1,-1,0,12.0538225409883,11.5059228279273,11.7814526195233,11.0133112218315,11.2679841344153,10.9661945395944,11.2426597429013,11.143290334062,11.2041812124212,11.0771400717537,12.3975215702294,11.9152768746953
"504","ENSMUSG00000020918","Kat2a",0,1,0,0,1,10.0543895244147,10.0376425829777,9.93667330420355,10.1556761091241,10.8651807500702,10.9034960897357,11.2426597429013,11.2662371882516,9.90611560854305,10.0461549928879,11.9464605137793,11.5510921538192
"505","ENSMUSG00000020922","Lsm12",0,1,0,0,0,10.5708367680106,10.3222771990649,10.434133463497,10.4087183189016,11.068934816006,11.0341070274419,11.3069689248653,11.2084041982535,10.2862882194641,10.4381399793421,12.1654285335743,11.8833175342914
"506","ENSMUSG00000020949","Fkbp3",0,1,0,0,0,10.4178942597073,10.2266735310105,10.3534736752582,10.0756746496248,10.7474530828435,10.4756405387136,11.0703918514759,11.1554231302523,10.3040977630295,10.49000348646,11.9497870809261,11.596909094566
"507","ENSMUSG00000020988","L2hgdh",0,1,-1,-1,0,7.89683703317171,7.8847074622929,7.97818567554904,7.99501469884298,8.56786278567489,8.50474404688982,9.00947369603657,8.88846557719276,7.99593670520681,7.81707822789817,9.98933576224402,9.51775091458986
"508","ENSMUSG00000020990","Cdkl1",0,-1,0,-1,-1,7.25853044651553,7.22495136836122,7.31599330675973,7.59682298110306,5.00722508954011,4.51771043059363,4.6120533026561,4.88114140208172,7.67855710674406,7.86120608813788,5.95611597485905,5.76678231684591
"509","ENSMUSG00000021018","Polr2h",0,1,0,0,1,8.60985210411781,8.26485656795861,8.6285454618047,8.31052361208779,9.73159187997498,9.50054903577051,10.3437173414607,10.3601843089217,8.4314743907988,8.70177510855433,10.944591046568,10.3915530960795
"510","ENSMUSG00000021032","Ngb",0,1,0,0,1,2.21584829953836,3.11215945960192,2.3152766839435,2.69922707991166,4.81443292189773,5.51080953116093,5.39857378917651,5.44219480221149,3.1132559784332,3.06656500350003,5.11892391556286,4.55630036147456
"511","ENSMUSG00000021037","Ahsa1",0,1,-1,-1,0,10.9155818544025,10.6880116795707,10.8853653840515,10.6547667039736,11.3731060243241,11.1940080681853,11.712475775395,11.7449049604151,10.7406221724619,10.8713698097878,13.760368493479,12.4433191870736
"512","ENSMUSG00000021040","Slirp",0,1,-1,-1,0,9.27126375600103,9.10530257593572,9.21220846841191,8.96697610032057,9.2208978337535,9.24586203932937,9.76021754421305,9.73060787791715,9.19584516876641,9.20180312179604,10.7711720544942,10.3372369266362
"513","ENSMUSG00000021048","Mthfd1",0,1,0,0,1,10.5184645075014,10.2525494293869,10.3459123301321,10.2424081309508,13.0624024893492,13.0475890281537,13.6273846644172,13.7965071036178,10.1764862341902,10.2876099288408,13.0876276169697,12.6691726125348
"514","ENSMUSG00000021079","Timm9",0,1,-1,-1,0,8.11072126746828,8.04558765965734,7.983764675594,7.83610397422935,8.51066385532032,8.68786230591222,9.34815136287452,8.96766305202213,8.1257865471038,7.98103585993738,10.3792988625772,9.81222309318624
"515","ENSMUSG00000021087","Rtn1",0,-1,0,0,0,6.04379191457518,6.32007054274188,6.23498168119602,7.19168810698757,5.84898220048049,5.92411663550814,6.14607334627176,5.63936991179654,6.87321167835103,6.67330034370975,5.37791598070029,5.85054221773681
"516","ENSMUSG00000021091","Serpina3n",0,0,0,1,1,2.21584829953836,2.97678502947572,2,2.27247502399999,2.74027298260128,4.83688212556239,3.75975590771016,3.37397215598637,2.8282705024663,2.28556572104039,2.36145216207454,2.26713493452986
"517","ENSMUSG00000021123","Rdh12",0,-1,0,0,-1,10.4069605387994,10.5694928530422,10.3917466771781,10.5993973705049,9.45391171990775,9.60931479597091,8.99797601961477,9.06691955094171,10.5963119447813,10.7489965861757,9.12280874492108,9.05325573970053
"518","ENSMUSG00000021130","Galnt16",0,1,0,0,1,2.56964644989829,2.47220690649874,2.3152766839435,2.69922707991166,4.81443292189773,5.31915231927741,3.75975590771016,3.37397215598637,2.47277657087413,2.52383918795303,4.04680616023968,4.55630036147456
"519","ENSMUSG00000021131","Erh",0,1,0,0,1,9.06242169347483,8.74021763115074,8.99735883724989,9.01646008864305,9.96629051745796,9.83812082474063,10.1684710806633,9.98564011980661,8.67539254475518,8.77280445454108,10.6638599191395,10.4747473759689
"520","ENSMUSG00000021136","Smoc1",0,0,0,0,1,3.90441561077823,5.12839208543378,3.30188115193445,4.47853728660661,6.03749763090469,5.09807600134456,6.6160734012389,5.26241696606373,5.28169825165033,5.03971891663924,5.56307257168487,6.74597829001636
"521","ENSMUSG00000021149","Gtpbp4",0,1,0,0,1,11.0529891065623,10.9357076670411,11.074364445372,10.9522591235046,12.0068366817959,12.320920733128,12.2060978035981,12.1334524229214,10.988189189766,11.0777246159165,13.2935999462473,12.9797772560504
"522","ENSMUSG00000021180","Rps6ka5",0,-1,1,1,0,10.1960913029112,10.4192993892785,10.3502379502069,10.7016208270175,9.93105251898946,10.0484938387685,10.0767210232478,10.0143463805533,10.6818962527116,10.5694582549795,9.09303145280022,8.76026651449611
"523","ENSMUSG00000021185","Dglucy",0,-1,1,1,1,9.08317536861741,9.13740101840067,9.0959575592467,9.12786704080719,12.3756628183043,12.4513252065808,12.7259160294823,12.9863223885828,8.55263494714073,8.34575018789462,6.68764864762087,7.20963103535748
"524","ENSMUSG00000021186","Fbln5",0,0,0,0,1,2.97696451424939,2.82737990178743,3.30188115193445,2.69922707991166,4.32853530688568,5.44970971299741,3.89814012030967,3.37397215598637,4.16671544631059,3.9431883341483,3.09685121527128,4.28240894494505
